param n := 185;
param m := 9;

param A:
	1	2	        3	        4	        5	        6	        7	    8	        9 :=
53	1	0.071236559	0.419215675	0.260162602	128.3910955	55373.2858	311424	0.179250128	0.656934
54	1	0.108306649	0.291225625	0.229916898	39.7399649	50435.71999	311424	0.198019802	0.163934
55	1	0.061762665	0.165742854	0.326923077	16.01232341	51310.84861	311424	0.185840708	0.121212
56	1	0.081419389	0.229782225	0.221488595	11.52200891	52068.06875	311424	0.181869369	0.00346
57	1	0.036777583	0.387487941	0.338028169	14.31478493	38231.5382	311424	0.251572327	0.183673
58	1	0.059105431	0.267532542	0.255813953	13.83080735	41248.58102	311424	0.188679245	0.048611
59	1	0	0.544812795	0.19047619	6.194401751	43366.2916	311424	0.381818182	0
60	1	0.112048549	0.162772663	0.206388206	42.34275257	50532.45652	311424	0.202780997	0.064572
61	1	0.038635412	0.386670739	0.231945624	172.8996926	45715.25312	311424	0.24376947	0.013701
62	1	0	0.119656553	0.25	8.532643827	38433.7888	311424	0.243243243	0.000694
63	1	0	0.313865182	0.227272727	0	44572.52023	311424	0.126984127	0
64	1	0.085295807	0.215885005	0.278008299	60.29592124	48521.59725	173982	0.15978456	0.014215
65	1	0.040772532	0.19881551	0.290322581	15.80291046	43478.15662	173982	0.208333333	0.02931
66	1	0	0.192833207	0.368421053	10.22732156	39715.30135	173982	0.139534884	0
67	1	0.057021427	0.674697542	0.230179028	10.34556161	55162.53872	3603	0.208917197	0.028905
68	1	0.042482299	0.67289423	0.297577855	10.01833964	49801.25284	3603	0.192145863	0.062678
69	1	0.018642804	0.497320508	0.266666667	6.157894737	51037.68114	3603	0.174863388	0.175676
70	1	0.096385542	0.126414237	0.230769231	15.90257217	49993.34092	352105	0.126760563	0.018182
71	1	0	0.426831573	0.179487179	9.963395352	43688.84224	315149	0.223684211	0.047619
72	1	0.074593796	0.194061893	0.20754717	0	52358.25785	315149	0.148514851	0.018182
73	1	0.065371862	0.26165483	0.22972973	29.97555399	50171.5379	361601	0.174657534	0.001806
74	1	0	0.207534139	0.166666667	7.776536313	44165.95599	352758	0.214285714	0.001212
75	1	0	0.72278893	0.25	50.49190954	38303.17965	167483	0.06779661	0.097744
76	1	0	0.233550116	0.333333333	8.792256853	41935.67451	167483	0.145833333	0.000683
77	1	0	0.316025377	0.263157895	10.12540799	40683.80096	208181	0.459459459	0
78	1	0.116814201	0.30144912	0.243927542	207.0611316	63360.67523	459385	0.190897931	5.46789
79	1	0	0.179109941	0.210526316	7.335878434	39672.18258	85339	0.069767442	0.022989
80	1	0	0.193778263	0.285714286	6.53974713	31247.28571	85339	0.666666667	0.007692
81	1	0	0.088754852	0.058823529	9.5	37066.4375	15010	0.404761905	0.00274
82	1	0	0.262466929	0.333333333	8.63431676	35339.5279	15010	0.147058824	0
83	1	0	0.364282191	0.166666667	8.929568032	37993.60695	15010	0.227272727	0.044444
84	1	0	0.5072925	0.25	4.303616497	38756.10895	15010	0.206896552	0.003289
85	1	0	0.519663182	0.291666667	13.71204701	37117.44865	15010	0.121212121	0.018248
86	1	0.048094374	0.872203896	0.285714286	15.75376893	44605.55805	227998	0.224137931	0.054688
87	1	0.050856628	0.255123138	0.239709443	41.57154633	48428.0733	399955	0.199558986	0.001212
88	1	0.081438004	0.229083028	0.281553398	3.967619109	48228.95758	399955	0.220512821	0.040724
89	1	0.045517241	0.642651378	0.365079365	10.31678602	40080.59027	399955	0.24	0.010368
90	1	0.117350589	0.241939007	0.243915344	198.1604384	58623.75297	413805	0.166183575	6.653846
91	1	0.100785745	0.285339547	0.233684211	147.6078132	55497.66389	413805	0.217040359	2.316667
92	1	0.056472632	0.318008155	0.308641975	56.62157543	55559.54313	413805	0.202185792	0.388889
93	1	0.024971623	0.510063959	0.264150943	14.39919365	46602.01901	156722	0.18018018	0.004255
94	1	0	0.216637884	0.19047619	8.427847761	48439.4351	156722	0.125	0.00885
95	1	0.046575342	0.814081364	0.391304348	18.48101266	51525.77215	156722	0.14893617	0.006424
96	1	0	0.772451005	0.1	5.155865789	36827.34627	156722	0.066666667	0.016129
97	1	0.046403712	0.348275241	0.090909091	7.243243243	41844.939	156722	0.081632653	0.008475
98	1	0	0.056211407	0.2	0.478204892	31957.98217	156722	0.238095238	0
99	1	0	0.061321534	0.117647059	13.13432836	39891.9403	144576	0.184210526	0.044118
100	1	0	0.288581033	0.151515152	17.30930698	42258.59434	144576	0.175675676	0.000786
101	1	0	0	0.125	4.569919773	35386.7748	144576	0.32	0.003731
102	1	0.032772365	0.335581119	0.176056338	28.03142647	41517.8019	164606	0.153631285	0.178218
103	1	0	0.085604083	0.15	7.841059603	43935.75	164606	0.219512195	0
104	1	0	0.153964608	0.304347826	3.6813868	46217.03766	164606	0.0625	0.097561
105	1	0	0.098845494	0.277777778	7.408413488	39562.83371	164606	0.179487179	0
106	1	0	0.271050131	0.2	11.27294973	40379.43099	244512	0.575757576	0.000607
107	1	0	0.204178123	0.35483871	32.92664218	50723.75007	244512	0.098360656	0.076142
108	1	0.034926971	0.273128	0.26199262	176.8771181	51779.86943	244512	0.162863071	2.088889
109	1	0	0.218765989	0.285714286	6.186984418	48009.70058	215606	0.310344828	0
110	1	0.047683924	0.334300881	0.220472441	30.51978555	50440.46915	301679	0.280898876	0
111	1	0.042821159	0.497012194	0.265536723	7.564442303	39448.40157	232511	0.206812652	0.0721
112	1	0.047687861	0.167896396	0.269230769	1.648120301	41334.75	232511	0.217391304	0.028777
113	1	0.055226824	0.251818213	0.25	15.52795031	43472.68751	232511	0.116883117	0.001779
114	1	0.077071601	0.560753156	0.281690141	34.30820819	51381.46384	295637	0.160477454	0.084395
115	1	0	0.094895283	0.130434783	8.871427666	39914.8681	295637	0.178082192	0.00187
116	1	0.039888034	0.513150018	0.25	16.94377224	44447.57793	633880	0.227722772	0.058824
117	1	0.046357616	0.796343964	0.265402844	28.60220754	44453.87322	633880	0.198058252	0.067055
118	1	0	0.139875042	0.277777778	9.351189102	36276.15432	633880	0.305555556	0.005587
119	1	0.033566434	0.32459689	0.311111111	15.42013822	42877.93925	633880	0.151162791	0.020101
120	1	0.018284107	0.712115888	0.217391304	4.62388616	41813.60281	296798	0.174863388	0.109756
121	1	0.025572005	0.635622211	0.358490566	2.261720485	39907.13333	296798	0.220338983	0.033333
122	1	0	0.697800381	0.266666667	6.059660659	36739.47519	296798	0.209302326	0.111111
123	1	0.066852368	0.203850313	0.333333333	19.34815977	41667.58504	296798	0.111111111	0.003067
124	1	0	0.305074431	0.181818182	10.83271674	38723.16098	296798	0.257142857	0.015873
125	1	0.096573209	0.27422895	0.333333333	12.05502766	42852.97118	296798	0.210526316	0.009852
126	1	0	0.311042449	0.173913043	6.819672131	48081.83908	263924.77	0.25	0.008333
127	1	0.087570621	0.154578609	0.4	10.57500346	45308.62913	263924.77	0.350649351	0
128	1	0.067491564	0.195197814	0.237288136	15.22224477	49598.88022	261915.38	0.253246753	0.116071
129	1	0.048034934	0.167492223	0.240740741	11.72256594	39957.15068	261915.38	0.184	0.000564
130	1	0.037478705	0.610781255	0.179487179	24.21532994	38914.65271	263917.8	0.175	0.142857
131	1	0	0.090041306	0.148148148	10.03487118	43196.90949	263917.8	0.185185185	0.031915
132	1	0.061101028	0.184712562	0.255639098	1.303529412	63327.73325	260820.26	0.262798635	0.002084
133	1	0	0.750436866	0.210526316	10.61383336	40141.36051	259671.14	0.075	0.000278
134	1	0.054156171	0.658901424	0.20754717	48.18358968	41874.8889	259671.14	0.127358491	0.259259
135	1	0	0.494071264	0.217391304	13.28752633	38748.52482	259671.14	0.083333333	0.007905
136	1	0	0.246080004	0.130434783	8.137500951	37081.58736	259671.14	0.204545455	0.018692
137	1	0.03482866	0.60071078	0.258525853	146.4242719	52106.04465	263332.72	0.199451052	0.059904
138	1	0.045665561	0.526514718	0.243636364	139.1795916	53248.99808	263332.72	0.143822394	0.259939
139	1	0.055263158	0.200190353	0.212765957	7.147366359	54455.52652	267108.48	0.141304348	0.013587
140	1	0.036679537	0.156739638	0.294117647	14.66046253	46087.50008	267108.48	0.23943662	0.065574
141	1	0	0.486560984	0.277777778	11.29411765	41775.26668	260649.64	0.092105263	0.031646
142	1	0	0.58172502	0.324324324	40.2333327	45018.69174	260649.64	0.226666667	0.052632
143	1	0	0.302114951	0.419354839	23.46170787	37883.01158	260649.64	0.177419355	0
144	1	0	0.214998813	0.24	0.378472222	48326.92308	258581.07	0.490196078	0.000839
145	1	0.117602714	0.223561078	0.214285714	30.34615057	55958.39185	258581.07	0.177285319	0.111524
146	1	0.058461538	0.120317089	0.15625	12.20299208	43379.30443	258581.07	0.194444444	0.005624
147	1	0	0.179194661	0.2	11.90617931	34043.35714	261725.29	0.257142857	0.028846
148	1	0	0.211209503	0.333333333	8.476281656	36083.77035	261725.29	0.345454545	0.021739
149	1	0	0.912841789	0.4	9.542047233	39638.8826	261725.29	0.303278689	0.315789
150	1	0	0.445814076	0.25	2.261151045	38104.58058	259367.12	0.227272727	0.007353
151	1	0.053107345	0.165261752	0.225	11.61280333	60374.90342	259385.46	0.169934641	0.004619
152	1	0	0.108710089	0.227272727	10.03347854	46141.1014	259385.46	0.22	0.000203
153	1	0	0.408403828	0.052631579	19.59733599	40915.17198	262238.52	0.103448276	0.037383
154	1	0	0.22521548	0.352941176	3.276659264	42156.91259	262238.52	0.1875	0.020833
155	1	0.089056393	0.425488079	0.182795699	12.56301483	61886.18835	266188.73	0.1875	0.183007
156	1	0	0.165619922	0.206896552	11.32983997	44054.73837	265908.68	0.209829868	0.003704
157	1	0.034150613	0.165160239	0.189189189	15.80929333	49855.59668	265908.68	0.380952381	0.002841
158	1	0.04851752	0.326045294	0.212121212	4.274848169	35716.79581	266601.95	0.172205438	0.0375
159	1	0	0.426478202	0.266666667	0.57857926	36297.23442	266601.95	0.223684211	0.005208
160	1	0	0.161041918	0.15	1.211632987	38186.79766	266601.95	0.115384615	0.133333
161	1	0	0.304988117	0.133333333	8.283162956	35709.38727	266601.95	0.24	0
162	1	0	0.296110893	0.1	6.827984745	37962.95239	266601.95	0.227272727	0.022222
163	1	0.043522785	0.62709908	0.184931507	14.85149859	45660.76205	271307.06	0.135135135	0.052356
164	1	0.053861789	0.313191498	0.208333333	8.025277523	49357.39523	271307.06	0.111111111	0.011561
165	1	0.027067112	0.502411987	0.201183432	16.92120791	49302.40993	271307.06	0.19	0.093458
166	1	0.067414194	0.190710922	0.180327869	18.16827603	53311.89924	271307.06	0.205357143	0.044349
167	1	0.029226505	0.34906195	0.236363636	22.29375649	54015.73518	271307.06	0.234782609	0.257143
168	1	0.044954823	0.763359894	0.241706161	65.11886029	53293.87914	271307.06	0.182978723	1.641975
169	1	0.040256176	0.474901619	0.182926829	12.66949216	54164.02024	271307.06	0.173913043	0.002533
170	1	0.043230016	0.745496419	0.261437908	2.761002515	53360.66523	271307.06	0.24852071	0.008636
171	1	0.021208908	0.353571853	0.292307692	12.9848237	43262.10344	271307.06	0.5	0.009141
172	1	0	0.204509649	0.411764706	10.05770481	41227.39854	271307.06	0.255172414	0.004274
173	1	0	0.071385641	0.157894737	12.32380806	45628.06892	271307.06	0.165644172	0.000169
174	1	0	0.113092908	0.5	6.355850095	38984.92423	271307.06	0.243523316	0.007246
175	1	0.044296788	0.682922472	0.196969697	13.2436354	44739.12615	274452.29	0.195121951	0.040201
176	1	0.032938076	0.373677476	0.226415094	13.05166228	39067.09192	274452.29	0.222222222	0.030151
177	1	0.105	0.350071421	0.157894737	10.6039541	42129.72074	274452.29	0.202669903	0.097561
178	1	0	0.152985162	0	7.105983656	34772.54739	274452.29	0.048780488	0
179	1	0	0.691188573	0.272727273	29.65469458	35870.88937	258505.14	0.173553719	0.006452
180	1	0	0.123148177	0.111111111	22.18181818	59703.26088	258505.14	0.085106383	0
181	1	0	0.296357654	0.409090909	0	46874.69962	258505.14	0.463414634	0
182	1	0.008110014	0.445838739	0.188888889	0	44731.38983	258505.14	0.157480315	0.003595
183	1	0	0.7123983	0.25	17.80245632	55470.81362	258505.14	0.340425532	0.017857
184	1	0.040383037	0.439330545	0.242451155	66.95102145	43534.07125	480929	0.332585278	0.657658
185	1	0	0.689952522	0.125	5.824704142	61233.45044	480929	0.195121951	0.403846;

param y :=
1	68.700
2	83.300
3	63.30
4	84.10
5	87.80
6	89.30
7	69.30
8	80.60
9	90.50
10	50.40
11	71.20
12	89.80
13	91.60
14	100.00
15	76.20
16	59.20
17	83.70
18	100.00
19	66.70
20	89.50
21	100.00
22	0.00
23	67.70
24	100.00
25	86.30
26	90.80
27	82.40
28	83.80
29	100.00
30	100.00
31	82.50
32	86.80
33	93.90
34	100.00
35	93.80
36	95.50
37	84.80
38	86.70
39	86.60
40	70.90
41	86.70
42	91.70
43	84.70
44	82.40
45	100.00
46	100.00
47	100.00
48	100.00
49	100.00
50	83.30
51	80.90
52	85.30
53	71.30
54	96.10
55	90.40
56	93.30
57	88.70
58	83.60
59	100.00
60	96.50
61	48.80
62	61.50
63	87.50
64	83.70
65	86.00
66	100.00
67	86.90
68	84.50
69	81.90
70	79.20
71	90.30
72	88.60
73	93.90
74	100.00
75	74.40
76	61.50
77	84.60
78	85.30
79	90.00
80	100.00
81	100.00
82	84.60
83	87.50
84	100.00
85	90.80
86	67.90
87	73.50
88	94.30
89	70.60
90	83.20
91	81.10
92	92.20
93	71.80
94	72.70
95	95.80
96	85.70
97	87.80
98	100.00
99	84.60
100	89.70
101	100.00
102	82.80
103	100.00
104	84.20
105	100.00
106	90.00
107	46.10
108	79.60
109	100.00
110	77.60
111	73.70
112	89.50
113	100.00
114	74.40
115	88.90
116	89.70
117	77.90
118	89.50
119	97.70
120	85.40
121	93.20
122	86.70
123	100.00
124	100.00
125	85.70
126	100.00
127	95.20
128	82.20
129	90.50
130	86.70
131	87.50
132	94.10
133	93.80
134	90.00
135	100.00
136	87.00
137	81.80
138	92.20
139	100.00
140	88.90
141	95.00
142	80.20
143	100.00
144	91.70
145	94.50
146	96.30
147	87.50
148	81.20
149	70.70
150	100.00
151	95.00
152	94.40
153	83.10
154	100.00
155	95.10
156	72.40
157	80.80
158	89.20
159	100.00
160	90.50
161	83.30
162	100.00
163	93.70
164	96.60
165	80.70
166	93.70
167	90.50
168	81.70
169	97.70
170	85.40
171	93.20
172	100.00
173	87.50
174	90.00
175	90.20
176	87.80
177	92.30
178	100.00
179	35.90
180	64.30
181	81.80
182	36.40
183	61.40
184	60.30
185	57.10;
